Timestamp,Server_ID,CPU_Utilization_%,Memory_Utilization_%,Power_Usage_Watts
2025-11-01 06:40:00,S1,57,52,116
2025-11-01 06:40:00,S2,76,86,84
2025-11-01 06:40:00,S3,38,84,118
2025-11-01 06:45:00,S1,65,60,118
2025-11-01 06:45:00,S2,43,66,149
2025-11-01 06:45:00,S3,75,40,94
2025-11-01 06:50:00,S1,48,53,130
2025-11-01 06:50:00,S2,59,76,106
2025-11-01 06:50:00,S3,25,54,103
2025-11-01 06:55:00,S1,39,80,107
2025-11-01 06:55:00,S2,60,60,126
2025-11-01 06:55:00,S3,29,32,141
2025-11-01 07:00:00,S1,24,66,136
2025-11-01 07:00:00,S2,33,64,102
2025-11-01 07:00:00,S3,74,42,128
2025-11-01 07:05:00,S1,27,88,24
2025-11-01 07:05:00,S2,40,41,91
2025-11-01 07:05:00,S3,72,62,102
2025-11-01 07:10:00,S1,74,67,93
2025-11-01 07:10:00,S2,20,35,99
2025-11-01 07:10:00,S3,23,70,86
2025-11-01 07:15:00,S1,24,50,135
2025-11-01 07:15:00,S2,60,83,92
2025-11-01 07:15:00,S3,41,81,142
2025-11-01 07:20:00,S1,41,68,113
2025-11-01 07:20:00,S2,63,88,121
2025-11-01 07:20:00,S3,68,54,111
2025-11-01 07:25:00,S1,40,65,96
2025-11-01 07:25:00,S2,77,42,82
2025-11-01 07:25:00,S3,71,34,128
2025-11-01 07:30:00,S1,30,45,109
2025-11-01 07:30:00,S2,59,87,114
2025-11-01 07:30:00,S3,53,73,99
2025-11-01 07:35:00,S1,52,51,56
2025-11-01 07:35:00,S2,56,56,132
2025-11-01 07:35:00,S3,62,33,129
2025-11-01 07:40:00,S1,45,71,85
2025-11-01 07:40:00,S2,42,78,85
2025-11-01 07:40:00,S3,78,85,123
2025-11-01 07:45:00,S1,17,75,29
2025-11-01 07:45:00,S2,42,42,140
2025-11-01 07:45:00,S3,56,36,126
2025-11-01 07:50:00,S1,58,61,251
2025-11-01 07:50:00,S2,29,38,90
2025-11-01 07:50:00,S3,38,37,149
2025-11-01 07:55:00,S1,49,50,89
2025-11-01 07:55:00,S2,23,55,108
2025-11-01 07:55:00,S3,53,79,106
2025-11-01 08:00:00,S1,38,67,123
2025-11-01 08:00:00,S2,76,66,84
2025-11-01 08:00:00,S3,39,64,139
2025-11-01 08:05:00,S1,25,49,124
2025-11-01 08:05:00,S2,61,77,146
2025-11-01 08:05:00,S3,41,51,126
2025-11-01 08:10:00,S1,40,66,99
2025-11-01 08:10:00,S2,45,76,133
2025-11-01 08:10:00,S3,59,83,116
2025-11-01 08:15:00,S1,45,66,145
2025-11-01 08:15:00,S2,55,85,85
2025-11-01 08:15:00,S3,58,43,140
2025-11-01 08:20:00,S1,25,44,14
2025-11-01 08:20:00,S2,45,70,85
2025-11-01 08:20:00,S3,22,89,102
2025-11-01 08:25:00,S1,46,59,87
2025-11-01 08:25:00,S2,23,69,94
2025-11-01 08:25:00,S3,64,83,138
2025-11-01 08:30:00,S1,40,65,137
2025-11-01 08:30:00,S2,42,87,86
2025-11-01 08:30:00,S3,23,85,88
2025-11-01 08:35:00,S1,49,65,92
2025-11-01 08:35:00,S2,65,56,86
2025-11-01 08:35:00,S3,56,84,112
2025-11-01 08:40:00,S1,36,75,106
2025-11-01 08:40:00,S2,76,57,129
2025-11-01 08:40:00,S3,74,88,119
2025-11-01 08:45:00,S1,27,88,105
2025-11-01 08:45:00,S2,33,75,84
2025-11-01 08:45:00,S3,48,63,101
2025-11-01 08:50:00,S1,59,36,122
2025-11-01 08:50:00,S2,31,47,132
2025-11-01 08:50:00,S3,45,49,149
2025-11-01 08:55:00,S1,23,50,121
2025-11-01 08:55:00,S2,64,53,135
2025-11-01 08:55:00,S3,73,57,93
2025-11-01 09:00:00,S1,23,88,102
2025-11-01 09:00:00,S2,32,83,98
2025-11-01 09:00:00,S3,21,76,87
2025-11-01 09:05:00,S1,21,70,135
2025-11-01 09:05:00,S2,61,51,138
2025-11-01 09:05:00,S3,22,79,103
2025-11-01 09:10:00,S1,64,71,105
2025-11-01 09:10:00,S2,70,54,84
2025-11-01 09:10:00,S3,61,46,114
2025-11-01 09:15:00,S1,30,77,105
2025-11-01 09:15:00,S2,41,38,116
2025-11-01 09:15:00,S3,74,76,148
2025-11-01 09:20:00,S1,61,76,140
2025-11-01 09:20:00,S2,31,77,124
2025-11-01 09:20:00,S3,25,65,144
2025-11-01 09:25:00,S1,20,32,95
2025-11-01 09:25:00,S2,40,51,108
2025-11-01 09:25:00,S3,46,78,103
2025-11-01 09:30:00,S1,27,33,107
2025-11-01 09:30:00,S2,71,61,82
2025-11-01 09:30:00,S3,75,89,145
2025-11-01 09:35:00,S1,36,47,137
2025-11-01 09:35:00,S2,76,70,91
2025-11-01 09:35:00,S3,47,77,146
2025-11-01 09:40:00,S1,32,58,128
2025-11-01 09:40:00,S2,72,37,111
2025-11-01 09:40:00,S3,31,84,5
2025-11-01 09:45:00,S1,70,88,149
2025-11-01 09:45:00,S2,63,86,131
2025-11-01 09:45:00,S3,62,73,144
2025-11-01 09:50:00,S1,60,73,100
2025-11-01 09:50:00,S2,35,81,93
2025-11-01 09:50:00,S3,53,80,132
2025-11-01 09:55:00,S1,63,41,121
2025-11-01 09:55:00,S2,22,73,127
2025-11-01 09:55:00,S3,31,60,139
2025-11-01 10:00:00,S1,40,58,137
2025-11-01 10:00:00,S2,43,39,124
2025-11-01 10:00:00,S3,69,41,89
2025-11-01 10:05:00,S1,70,71,134
2025-11-01 10:05:00,S2,17,78,24
2025-11-01 10:05:00,S3,36,44,122
2025-11-01 10:10:00,S1,20,36,149
2025-11-01 10:10:00,S2,57,54,146
2025-11-01 10:10:00,S3,25,30,111
2025-11-01 10:15:00,S1,75,73,113
2025-11-01 10:15:00,S2,43,80,5
2025-11-01 10:15:00,S3,72,50,93
2025-11-01 10:20:00,S1,67,88,132
2025-11-01 10:20:00,S2,74,60,97
2025-11-01 10:20:00,S3,72,68,122
2025-11-01 10:25:00,S1,45,71,121
2025-11-01 10:25:00,S2,25,37,103
2025-11-01 10:25:00,S3,57,56,107
2025-11-01 10:30:00,S1,79,55,124
2025-11-01 10:30:00,S2,38,71,108
2025-11-01 10:30:00,S3,48,47,127
2025-11-01 10:35:00,S1,70,54,145
2025-11-01 10:35:00,S2,29,86,89
2025-11-01 10:35:00,S3,38,36,134
2025-11-01 10:40:00,S1,43,66,133
2025-11-01 10:40:00,S2,72,52,113
2025-11-01 10:40:00,S3,61,82,133
2025-11-01 10:45:00,S1,20,64,93
2025-11-01 10:45:00,S2,35,61,90
2025-11-01 10:45:00,S3,79,71,99
2025-11-01 10:50:00,S1,36,73,131
2025-11-01 10:50:00,S2,75,62,122
2025-11-01 10:50:00,S3,65,54,135
2025-11-01 10:55:00,S1,29,49,116
2025-11-01 10:55:00,S2,37,59,126
2025-11-01 10:55:00,S3,31,33,131
2025-11-01 11:00:00,S1,78,33,123
2025-11-01 11:00:00,S2,73,58,92
2025-11-01 11:00:00,S3,45,50,134
2025-11-01 11:05:00,S1,46,75,93
2025-11-01 11:05:00,S2,23,45,126
2025-11-01 11:05:00,S3,51,52,100
2025-11-01 11:10:00,S1,35,63,87
2025-11-01 11:10:00,S2,64,70,144
2025-11-01 11:10:00,S3,67,60,131
2025-11-01 11:15:00,S1,25,66,87
2025-11-01 11:15:00,S2,50,89,127
2025-11-01 11:15:00,S3,25,55,146
2025-11-01 11:20:00,S1,55,48,145
2025-11-01 11:20:00,S2,58,87,146
2025-11-01 11:20:00,S3,23,62,80
2025-11-01 11:25:00,S1,57,68,119
2025-11-01 11:25:00,S2,21,62,139
2025-11-01 11:25:00,S3,56,82,126
2025-11-01 11:30:00,S1,33,38,110
2025-11-01 11:30:00,S2,78,85,100
2025-11-01 11:30:00,S3,63,83,134
2025-11-01 11:35:00,S1,57,49,100
2025-11-01 11:35:00,S2,37,56,147
2025-11-01 11:35:00,S3,58,58,126
2025-11-01 11:40:00,S1,66,83,112
2025-11-01 11:40:00,S2,56,89,142
2025-11-01 11:40:00,S3,50,33,145
2025-11-01 11:45:00,S1,35,33,129
2025-11-01 11:45:00,S2,24,69,140
2025-11-01 11:45:00,S3,42,73,113
2025-11-01 11:50:00,S1,70,78,129
2025-11-01 11:50:00,S2,66,75,104
2025-11-01 11:50:00,S3,61,66,101
2025-11-01 11:55:00,S1,59,33,149
2025-11-01 11:55:00,S2,52,46,130
2025-11-01 11:55:00,S3,55,53,112
2025-11-01 12:00:00,S1,74,64,127
2025-11-01 12:00:00,S2,68,39,101
2025-11-01 12:00:00,S3,32,51,149
2025-11-01 12:05:00,S1,64,30,138
2025-11-01 12:05:00,S2,43,42,112
2025-11-01 12:05:00,S3,70,61,93
2025-11-01 12:10:00,S1,65,32,122
2025-11-01 12:10:00,S2,77,59,108
2025-11-01 12:10:00,S3,43,75,86
2025-11-01 12:15:00,S1,59,84,133
2025-11-01 12:15:00,S2,27,64,142
2025-11-01 12:15:00,S3,51,34,144
2025-11-01 12:20:00,S1,55,77,135
2025-11-01 12:20:00,S2,37,46,80
2025-11-01 12:20:00,S3,66,56,147
2025-11-01 12:25:00,S1,71,84,121
2025-11-01 12:25:00,S2,27,53,96
2025-11-01 12:25:00,S3,65,61,105
2025-11-01 12:30:00,S1,66,84,130
2025-11-01 12:30:00,S2,68,38,89
2025-11-01 12:30:00,S3,43,42,112
2025-11-01 12:35:00,S1,100,82,333
2025-11-01 12:35:00,S2,33,82,133
2025-11-01 12:35:00,S3,52,64,84
2025-11-01 12:40:00,S1,29,72,108
2025-11-01 12:40:00,S2,77,75,83
2025-11-01 12:40:00,S3,79,88,87
2025-11-01 12:45:00,S1,59,89,128
2025-11-01 12:45:00,S2,52,33,146
2025-11-01 12:45:00,S3,74,85,84
2025-11-01 12:50:00,S1,30,86,102
2025-11-01 12:50:00,S2,67,79,143
2025-11-01 12:50:00,S3,36,66,123
2025-11-01 12:55:00,S1,46,83,130
2025-11-01 12:55:00,S2,59,80,99
2025-11-01 12:55:00,S3,72,70,104
2025-11-01 13:00:00,S1,24,50,121
2025-11-01 13:00:00,S2,61,65,127
2025-11-01 13:00:00,S3,54,38,144
2025-11-01 13:05:00,S1,63,40,143
2025-11-01 13:05:00,S2,22,81,81
2025-11-01 13:05:00,S3,68,50,81
2025-11-01 13:10:00,S1,54,76,115
2025-11-01 13:10:00,S2,48,59,108
2025-11-01 13:10:00,S3,71,31,81
2025-11-01 13:15:00,S1,40,51,148
2025-11-01 13:15:00,S2,47,83,112
2025-11-01 13:15:00,S3,73,44,112
2025-11-01 13:20:00,S1,55,54,139
2025-11-01 13:20:00,S2,52,36,103
2025-11-01 13:20:00,S3,62,57,129
2025-11-01 13:25:00,S1,72,40,120
2025-11-01 13:25:00,S2,49,37,85
2025-11-01 13:25:00,S3,41,40,95
2025-11-01 13:30:00,S1,32,76,112
2025-11-01 13:30:00,S2,67,39,80
2025-11-01 13:30:00,S3,20,66,113
2025-11-01 13:35:00,S1,79,47,119
2025-11-01 13:35:00,S2,33,60,96
2025-11-01 13:35:00,S3,40,34,135
2025-11-01 13:40:00,S1,28,59,138
2025-11-01 13:40:00,S2,79,67,141
2025-11-01 13:40:00,S3,57,84,114
2025-11-01 13:45:00,S1,32,48,104
2025-11-01 13:45:00,S2,46,78,95
2025-11-01 13:45:00,S3,24,55,136
2025-11-01 13:50:00,S1,61,45,120
2025-11-01 13:50:00,S2,67,68,126
2025-11-01 13:50:00,S3,38,30,145
2025-11-01 13:55:00,S1,35,80,137
2025-11-01 13:55:00,S2,60,64,140
2025-11-01 13:55:00,S3,35,32,98
2025-11-01 14:00:00,S1,57,48,149
2025-11-01 14:00:00,S2,52,83,139
2025-11-01 14:00:00,S3,49,47,114
2025-11-01 14:05:00,S1,67,64,100
2025-11-01 14:05:00,S2,71,31,93
2025-11-01 14:05:00,S3,65,78,121
2025-11-01 14:10:00,S1,41,48,117
2025-11-01 14:10:00,S2,39,36,149
2025-11-01 14:10:00,S3,34,63,80
2025-11-01 14:15:00,S1,63,79,101
2025-11-01 14:15:00,S2,24,43,100
2025-11-01 14:15:00,S3,77,66,124
2025-11-01 14:20:00,S1,24,77,114
2025-11-01 14:20:00,S2,44,89,102
2025-11-01 14:20:00,S3,22,53,113
2025-11-01 14:25:00,S1,34,86,142
2025-11-01 14:25:00,S2,20,36,102
2025-11-01 14:25:00,S3,60,65,145
2025-11-01 14:30:00,S1,54,70,234
2025-11-01 14:30:00,S2,36,49,141
2025-11-01 14:30:00,S3,44,79,86
2025-11-01 14:35:00,S1,68,57,83
2025-11-01 14:35:00,S2,79,82,140
2025-11-01 14:35:00,S3,25,43,89
2025-11-01 14:40:00,S1,57,80,101
2025-11-01 14:40:00,S2,57,62,134
2025-11-01 14:40:00,S3,90,58,245
2025-11-01 14:45:00,S1,40,75,130
2025-11-01 14:45:00,S2,46,53,149
2025-11-01 14:45:00,S3,71,86,130
2025-11-01 14:50:00,S1,36,47,17
2025-11-01 14:50:00,S2,59,89,100
2025-11-01 14:50:00,S3,73,43,95
2025-11-01 14:55:00,S1,71,32,124
2025-11-01 14:55:00,S2,66,61,89
2025-11-01 14:55:00,S3,57,87,107
2025-11-01 15:00:00,S1,46,45,124
2025-11-01 15:00:00,S2,48,39,79
2025-11-01 15:00:00,S3,21,64,87
2025-11-01 15:05:00,S1,73,86,133
2025-11-01 15:05:00,S2,71,43,81
2025-11-01 15:05:00,S3,34,45,137
2025-11-01 15:10:00,S1,56,73,85
2025-11-01 15:10:00,S2,42,34,122
2025-11-01 15:10:00,S3,40,85,144
2025-11-01 15:15:00,S1,23,86,139
2025-11-01 15:15:00,S2,68,67,104
2025-11-01 15:15:00,S3,37,57,119
2025-11-01 15:20:00,S1,53,74,125
2025-11-01 15:20:00,S2,54,46,135
2025-11-01 15:20:00,S3,33,85,84
2025-11-01 15:25:00,S1,50,51,126
2025-11-01 15:25:00,S2,76,72,96
2025-11-01 15:25:00,S3,76,45,87
2025-11-01 15:30:00,S1,67,70,100
2025-11-01 15:30:00,S2,42,35,125
2025-11-01 15:30:00,S3,63,64,137
2025-11-01 15:35:00,S1,32,61,130
2025-11-01 15:35:00,S2,90,30,260
2025-11-01 15:35:00,S3,20,47,147
2025-11-01 15:40:00,S1,65,54,95
2025-11-01 15:40:00,S2,50,52,147
2025-11-01 15:40:00,S3,76,81,132
2025-11-01 15:45:00,S1,61,86,129
2025-11-01 15:45:00,S2,32,39,111
2025-11-01 15:45:00,S3,23,43,104
2025-11-01 15:50:00,S1,69,35,137
2025-11-01 15:50:00,S2,69,80,96
2025-11-01 15:50:00,S3,32,33,113
2025-11-01 15:55:00,S1,77,82,113
2025-11-01 15:55:00,S2,64,55,115
2025-11-01 15:55:00,S3,56,75,127
2025-11-01 16:00:00,S1,46,87,142
2025-11-01 16:00:00,S2,44,85,99
2025-11-01 16:00:00,S3,95,52,222
2025-11-01 16:05:00,S1,20,50,100
2025-11-01 16:05:00,S2,63,69,148
2025-11-01 16:05:00,S3,44,50,144
2025-11-01 16:10:00,S1,36,75,140
2025-11-01 16:10:00,S2,51,62,113
2025-11-01 16:10:00,S3,66,85,136
2025-11-01 16:15:00,S1,24,68,144
2025-11-01 16:15:00,S2,31,57,128
2025-11-01 16:15:00,S3,78,35,81
2025-11-01 16:20:00,S1,61,87,148
2025-11-01 16:20:00,S2,22,84,115
2025-11-01 16:20:00,S3,39,62,131
2025-11-01 16:25:00,S1,63,76,129
2025-11-01 16:25:00,S2,93,82,239
2025-11-01 16:25:00,S3,37,67,106
2025-11-01 16:30:00,S1,48,36,90
2025-11-01 16:30:00,S2,26,76,132
2025-11-01 16:30:00,S3,61,30,288
2025-11-01 16:35:00,S1,61,50,104
2025-11-01 16:35:00,S2,55,60,96
2025-11-01 16:35:00,S3,77,74,93
2025-11-01 16:40:00,S1,50,37,124
2025-11-01 16:40:00,S2,26,60,81
2025-11-01 16:40:00,S3,68,46,148
2025-11-01 16:45:00,S1,24,64,112
2025-11-01 16:45:00,S2,52,46,121
2025-11-01 16:45:00,S3,60,75,125
2025-11-01 16:50:00,S1,100,69,231
2025-11-01 16:50:00,S2,51,78,116
2025-11-01 16:50:00,S3,29,54,144
2025-11-01 16:55:00,S1,37,64,130
2025-11-01 16:55:00,S2,40,88,109
2025-11-01 16:55:00,S3,20,50,145
2025-11-01 17:00:00,S1,53,44,137
2025-11-01 17:00:00,S2,50,35,139
2025-11-01 17:00:00,S3,71,37,101
2025-11-01 17:05:00,S1,23,55,89
2025-11-01 17:05:00,S2,75,30,282
2025-11-01 17:05:00,S3,45,59,97
2025-11-01 17:10:00,S1,64,78,101
2025-11-01 17:10:00,S2,69,68,91
2025-11-01 17:10:00,S3,23,38,104
2025-11-01 17:15:00,S1,24,67,129
2025-11-01 17:15:00,S2,21,88,103
2025-11-01 17:15:00,S3,55,56,139
2025-11-01 17:20:00,S1,48,64,104
2025-11-01 17:20:00,S2,76,74,93
2025-11-01 17:20:00,S3,55,66,27
2025-11-01 17:25:00,S1,33,70,95
2025-11-01 17:25:00,S2,23,44,84
2025-11-01 17:25:00,S3,56,85,111
2025-11-01 17:30:00,S1,68,65,139
2025-11-01 17:30:00,S2,68,69,130
